,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
878,Uzi Pereg,Relaying Quantum Information,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Technion,23.4125696,116.636155,,Jinping District,Guangdong,China
879,Van Sy Mai,Entanglement routing in quantum networks: A comprehensive survey,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,IZUM Inc.,,,,,,
880,Van Sy Mai,Entanglement routing in quantum networks: A comprehensive survey,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,National Institute of Standards,39.1401788,-77.218458,Montgomery County,Gaithersburg,Maryland,United States
881,Van Sy Mai,Entanglement routing in quantum networks: A comprehensive survey,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"National Institute of Standards and Technology (NIST), and IZUM Inc.",,,,,,
882,Van Sy Mai,Entanglement routing in quantum networks: A comprehensive survey,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Technology (NIST),39.1371083,-77.2169511,Montgomery County,,Maryland,United States
883,Van Sy Mai,Towards Optimal Orders for Entanglement Swapping in Path Graphs: A Greedy Approach,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,IZUM Inc.,,,,,,
884,Van Sy Mai,Towards Optimal Orders for Entanglement Swapping in Path Graphs: A Greedy Approach,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,National Institute of Standards,39.1401788,-77.218458,Montgomery County,Gaithersburg,Maryland,United States
885,Van Sy Mai,Towards Optimal Orders for Entanglement Swapping in Path Graphs: A Greedy Approach,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"National Institute of Standards and Technology (NIST), and IZUM Inc.",,,,,,
886,Van Sy Mai,Towards Optimal Orders for Entanglement Swapping in Path Graphs: A Greedy Approach,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Technology (NIST),39.1371083,-77.2169511,Montgomery County,,Maryland,United States
887,Venkat Arun,Faster-than-light coordination for networked systems with quantum non-local games,Design and simulation of the adaptive continuous entanglement generation protocol,"Assistant Professor, UT Austin",,,,,,
888,Venkat Arun,Faster-than-light coordination for networked systems with quantum non-local games,Design and simulation of the adaptive continuous entanglement generation protocol,UT Austin,30.2851494,-97.7339352,Travis County,Austin,Texas,United States
889,Vicent Gimeno Garcia, No-go theorems for photon state transformations in quantum linear optics,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Universitat Jaume I,39.994312,-0.0713962,,Castelló de la Plana,Valencian Community,Spain
890,Victor Shatov,Integrated Radio Sensing Capabilities for 6G Networks: AI/ML Perspective,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Friedrich-Alexander-Universität Erlangen-Nürnberg,49.5728621,11.027435,Erlangen,Erlangen,Bavaria,Germany
891,Vijay Chidambaram,Faster-than-light coordination for networked systems with quantum non-local games,Design and simulation of the adaptive continuous entanglement generation protocol,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
892,Vijay Chidambaram,Faster-than-light coordination for networked systems with quantum non-local games,Design and simulation of the adaptive continuous entanglement generation protocol,University of Texas at Austin,30.2851494,-97.7339352,Travis County,Austin,Texas,United States
893,WALDEMIR CAMBIUCCI,Arquitetura para particionamento hipergráfico e corte de circuitos em sistemas de computação quântica com múltiplas unidades de processamento.,Optimized distribution of entanglement graph states in quantum networks,Escola Politécnica,38.7180664,-9.1502265,Lisbon,Lisbon,,Portugal
894,WALDEMIR CAMBIUCCI,Arquitetura para particionamento hipergráfico e corte de circuitos em sistemas de computação quântica com múltiplas unidades de processamento.,Optimized distribution of entanglement graph states in quantum networks,"PhD student, University of São Paulo, Escola Politécnica",,,,,,
895,WALDEMIR CAMBIUCCI,Arquitetura para particionamento hipergráfico e corte de circuitos em sistemas de computação quântica com múltiplas unidades de processamento.,Optimized distribution of entanglement graph states in quantum networks,University of São Paulo,-23.561048,-46.7277061,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
896,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Computer Science,,,,,,
897,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Computer Science and Engineering, UC Merced",,,,,,
898,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Engineering,,,,,,
899,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,UC Merced,37.365182,-120.4225275,Merced County,Merced,California,United States
900,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Computer Science,,,,,,
901,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Computer Science and Engineering, UC Merced",,,,,,
902,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Engineering,,,,,,
903,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL: Deep Learning Based Multiple Transmitter Localization,UC Merced,37.365182,-120.4225275,Merced County,Merced,California,United States
904,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,Efficient Localization of Multiple Intruders in Shared Spectrum System,Computer Science,,,,,,
905,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Computer Science and Engineering, UC Merced",,,,,,
906,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,Efficient Localization of Multiple Intruders in Shared Spectrum System,Engineering,,,,,,
907,Wan Du,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,Efficient Localization of Multiple Intruders in Shared Spectrum System,UC Merced,37.365182,-120.4225275,Merced County,Merced,California,United States
908,Wanyu Bian, A review of optimization-based deep learning models for mri reconstruction,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Harvard Medical School,,,,,,
909,Wanyu Bian, A review of optimization-based deep learning models for mri reconstruction,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Harvard Medical School,,,,,,
910,Wanyu Bian,A brief overview of optimization-based algorithms for mri reconstruction using deep learning,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Harvard Medical School,,,,,,
911,Wanyu Bian,A brief overview of optimization-based algorithms for mri reconstruction using deep learning,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Harvard Medical School,,,,,,
912,Wanyu Bian,An Optimal Control Approach for Inverse Problems with Deep Learnable Regularizers,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Harvard Medical School,,,,,,
913,Wanyu Bian,An Optimal Control Approach for Inverse Problems with Deep Learnable Regularizers,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Harvard Medical School,,,,,,
914,Wanyu Bian,An Optimal Control Approach for Inverse Problems with Deep Learnable Regularizers,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Harvard Medical School,,,,,,
915,Wanyu Bian,An Optimal Control Approach for Inverse Problems with Deep Learnable Regularizers,Efficient Localization of Multiple Intruders in Shared Spectrum System,Harvard Medical School,,,,,,
916,Wanyu Bian,An Optimal Control Approach for Inverse Problems with Deep Learnable Regularizers,Optimized distribution of entanglement graph states in quantum networks,Harvard Medical School,,,,,,
917,Wanyu Bian,An Optimal Control Approach for Inverse Problems with Deep Learnable Regularizers,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Harvard Medical School,,,,,,
918,Wei Liu,Sparse Inversion Localization of Multiple Sources With a Wireless Sensor Network,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Department of Electrical and Electronic Engineering, The Hong Kong Polytechnic University",,,,,,
919,Wei Liu,Sparse Inversion Localization of Multiple Sources With a Wireless Sensor Network,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Electronic Engineering,,,,,,
920,Wei Liu,Sparse Inversion Localization of Multiple Sources With a Wireless Sensor Network,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,The Hong Kong Polytechnic University,22.3044867,114.1796935,Yau Tsim Mong District,Hong Kong,,China
921,Weimin Lyu, Badclm: Backdoor attack in clinical language models for electronic health records,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Amazon,47.622721,-122.337176,King County,Seattle,Washington,USA
922,Weimin Lyu,Task-agnostic detector for insertion-based backdoor attacks,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Amazon,47.622721,-122.337176,King County,Seattle,Washington,USA
923,William Munizzi,Efficient multiparty entanglement distribution with DODAG-X protocol,Optimized distribution of entanglement graph states in quantum networks,Postdoctoral Scholar,,,,,,
924,William Munizzi,Efficient multiparty entanglement distribution with DODAG-X protocol,Optimized distribution of entanglement graph states in quantum networks,"Postdoctoral Scholar, University of California Los Angeles (UCLA)",,,,,,
925,William Munizzi,Improved Simulation of Asynchronous Entanglement Distribution in Noisy Quantum Networks,Optimized distribution of entanglement graph states in quantum networks,Postdoctoral Scholar,,,,,,
926,William Munizzi,Improved Simulation of Asynchronous Entanglement Distribution in Noisy Quantum Networks,Optimized distribution of entanglement graph states in quantum networks,"Postdoctoral Scholar, University of California Los Angeles (UCLA)",,,,,,
927,Wolfgang Dür,"A resource-centric, task-based approach to quantum network control",Design and simulation of the adaptive continuous entanglement generation protocol,"Professor of Theoretical Physics, University of Innsbruck",,,,,,
928,Wolfgang Dür,"A resource-centric, task-based approach to quantum network control",Design and simulation of the adaptive continuous entanglement generation protocol,University of Innsbruck,47.263316,11.3844733,,Innsbruck,Tyrol,Austria
929,Wolfgang Dür,Graph state extraction from two-dimensional cluster states,Optimized distribution of entanglement graph states in quantum networks,"Professor of Theoretical Physics, University of Innsbruck",,,,,,
930,Wolfgang Dür,Graph state extraction from two-dimensional cluster states,Optimized distribution of entanglement graph states in quantum networks,University of Innsbruck,47.263316,11.3844733,,Innsbruck,Tyrol,Austria
931,Xiao Lin,Task-agnostic detector for insertion-based backdoor attacks,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,SRI International,37.4564811,-122.1753924,San Mateo County,,California,United States
932,Xiaojian Wang,Cost-Aware High-Fidelity Entanglement Distribution and Purification in the Quantum Internet,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Assistant Professor, University of Colorado Denver",,,,,,
933,Xiaojian Wang,Cost-Aware High-Fidelity Entanglement Distribution and Purification in the Quantum Internet,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of Colorado Denver,39.7460707,-105.001771,,Denver,Colorado,United States
934,Xiaojian Wang,Fendi: Toward high-fidelity entanglement distribution in the quantum internet,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"Assistant Professor, University of Colorado Denver",,,,,,
935,Xiaojian Wang,Fendi: Toward high-fidelity entanglement distribution in the quantum internet,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,University of Colorado Denver,39.7460707,-105.001771,,Denver,Colorado,United States
936,Xiaojie Fan, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Design and simulation of the adaptive continuous entanglement generation protocol,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
937,Xiaojie Fan, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
938,Xiaojie Fan, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
939,Xiaojie Fan, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Optimized distribution of entanglement graph states in quantum networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
940,Xiaojie Fan, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
941,Xiaojie Fan, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Simulation of entanglement-enabled connectivity in qlans using sequence,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
942,Xiaojie Fan,A Comprehensive Protocol Stack for Quantum Networks with a Global Entanglement Module,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
943,Xiaojie Fan,A Comprehensive Protocol Stack for Quantum Networks with a Global Entanglement Module,Optimized distribution of entanglement graph states in quantum networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
944,Xiaojie Fan,Distribution and purification of entanglement states in quantum networks,Design and simulation of the adaptive continuous entanglement generation protocol,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
945,Xiaojie Fan,Distribution and purification of entanglement states in quantum networks,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
946,Xiaojie Fan,Distribution and purification of entanglement states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
947,Xiaojie Fan,Distribution and purification of entanglement states in quantum networks,Optimized distribution of entanglement graph states in quantum networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
948,Xiaojie Fan,Distribution and purification of entanglement states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
949,Xiaojie Fan,Distribution and purification of entanglement states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
950,Xiaojie Fan,Distribution and purification of entanglement states in quantum networks,Simulation of entanglement-enabled connectivity in qlans using sequence,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
951,Xiaojie Fan,Optimized distribution of entanglement graph states in quantum networks,Design and simulation of the adaptive continuous entanglement generation protocol,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
952,Xiaojie Fan,Optimized distribution of entanglement graph states in quantum networks,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
953,Xiaojie Fan,Optimized distribution of entanglement graph states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
954,Xiaojie Fan,Optimized distribution of entanglement graph states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
955,Xiaojie Fan,Optimized distribution of entanglement graph states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
956,Xiaojie Fan,Optimized distribution of entanglement graph states in quantum networks,Transmitter localization and optimizing initial state in classical/quantum sensor networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
957,Xiaojun Shang,Multi-User Entanglement Routing Design over Quantum Internets,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Arlington,32.7355816,-97.1071186,Tarrant County,Arlington,Texas,United States
958,Xiaojun Shang,Multi-User Entanglement Routing Design over Quantum Internets,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Assistant Professor of Computer Science and Engineering, University of Texas at Arlington",,,,,,
959,Xiaojun Shang,Multi-User Entanglement Routing Design over Quantum Internets,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Engineering,,,,,,
960,Xiaolong Ma, FedCust: Offloading hyperparameter customization for federated learning,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Argonne National Laboratory,41.709141,-87.9786195,DuPage County,,Illinois,United States
961,Xiaolong Ma,Towards Efficient AI for Science in Scalable and High Performance Distributed System,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Argonne National Laboratory,41.709141,-87.9786195,DuPage County,,Illinois,United States
962,Xiaolong Ma,Towards Efficient AI for Science in Scalable and High Performance Distributed System,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Argonne National Laboratory,41.709141,-87.9786195,DuPage County,,Illinois,United States
963,Xiaolong Ma,Towards Efficient AI for Science in Scalable and High Performance Distributed System,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Argonne National Laboratory,41.709141,-87.9786195,DuPage County,,Illinois,United States
964,Xinan Chen,Entanglement Purification in Quantum Networks: Guaranteed Improvement and Optimal Time,Design and simulation of the adaptive continuous entanglement generation protocol,Research Assistant,5.5624443,-57.779022,Berbice River Settlements,,Upper Demerara-Berbice,Guyana
965,Xinan Chen,Entanglement Purification in Quantum Networks: Guaranteed Improvement and Optimal Time,Design and simulation of the adaptive continuous entanglement generation protocol,Urbana-Champaign,40.1117174,-88.207301,Champaign County,Urbana,Illinois,United States
966,Xinan Chen,No-go theorems for universal entanglement purification,Design and simulation of the adaptive continuous entanglement generation protocol,Research Assistant,5.5624443,-57.779022,Berbice River Settlements,,Upper Demerara-Berbice,Guyana
967,Xinan Chen,No-go theorems for universal entanglement purification,Design and simulation of the adaptive continuous entanglement generation protocol,Urbana-Champaign,40.1117174,-88.207301,Champaign County,Urbana,Illinois,United States
968,Xinjin Li,Research on the application of computer vision based on deep learning in autonomous driving technology,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Columbia University,40.8071816,-73.9614833,New York County,New York,New York,United States
969,Xinjin Li,Research on the application of computer vision based on deep learning in autonomous driving technology,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Dept. of Computer Science,,,,,,
970,Xinjin Li,Research on the application of computer vision based on deep learning in autonomous driving technology,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Dept. of Computer Science, Columbia University",,,,,,
971,Xinliang Wei,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
972,Xinliang Wei,Topology design with resource allocation and entanglement distribution for quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Assistant Professor of Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,,,,
973,Xinwen Zhang,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
974,Xu Han,Quantum transduction: Enabling quantum networking,Simulation of quantum transduction strategies for quantum networks,Argonne National Laboratory,41.709141,-87.9786195,DuPage County,,Illinois,United States
975,Xuanzhang Liu,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
976,Xuanzhang Liu,Topology design with resource allocation and entanglement distribution for quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
977,Xuesong Ye,Fineehr: Refine clinical note representations to improve mortality prediction,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Georgia Institute of Technology,33.7760948,-84.3988077,Fulton County,Atlanta,Georgia,United States
978,Xupeng Chen,Time series modeling for heart rate prediction: From arima to transformers,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,New York University,40.7292053,-73.9950148,New York County,New York,New York,United States
979,Xupeng Chen,Time series modeling for heart rate prediction: From arima to transformers,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,"Research Scientist, TikTok | Ph.D. in Electrical Engineering, New York University",,,,,,
980,Xupeng Chen,Time series modeling for heart rate prediction: From arima to transformers,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,New York University,40.7292053,-73.9950148,New York County,New York,New York,United States
981,Xupeng Chen,Time series modeling for heart rate prediction: From arima to transformers,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Research Scientist, TikTok | Ph.D. in Electrical Engineering, New York University",,,,,,
982,Xupeng Chen,Time series modeling for heart rate prediction: From arima to transformers,DeepMTL: Deep Learning Based Multiple Transmitter Localization,New York University,40.7292053,-73.9950148,New York County,New York,New York,United States
983,Xupeng Chen,Time series modeling for heart rate prediction: From arima to transformers,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Research Scientist, TikTok | Ph.D. in Electrical Engineering, New York University",,,,,,
984,YUEXUN HUANG,A Comprehensive Characterization of the Vacuum Beam Guide and Its Applications,Optimized distribution of entanglement graph states in quantum networks,"Ph.D. candidate of PME, The university of Chicago",,,,,,
985,YUEXUN HUANG,A Comprehensive Characterization of the Vacuum Beam Guide and Its Applications,Optimized distribution of entanglement graph states in quantum networks,The university of Chicago,41.7913274,-87.6008421,Cook County,Chicago,Illinois,United States
986,YUEXUN HUANG,Peer-to-Peer Distribution of Graph States Across Spacetime Quantum Networks of Arbitrary Topology,Optimized distribution of entanglement graph states in quantum networks,"Ph.D. candidate of PME, The university of Chicago",,,,,,
987,YUEXUN HUANG,Peer-to-Peer Distribution of Graph States Across Spacetime Quantum Networks of Arbitrary Topology,Optimized distribution of entanglement graph states in quantum networks,The university of Chicago,41.7913274,-87.6008421,Cook County,Chicago,Illinois,United States
988,YUEXUN HUANG,Space-time Peer-to-Peer Distribution of Multi-party Entanglement for Any Quantum Network,Optimized distribution of entanglement graph states in quantum networks,"Ph.D. candidate of PME, The university of Chicago",,,,,,
989,YUEXUN HUANG,Space-time Peer-to-Peer Distribution of Multi-party Entanglement for Any Quantum Network,Optimized distribution of entanglement graph states in quantum networks,The university of Chicago,41.7913274,-87.6008421,Cook County,Chicago,Illinois,United States
990,Yan Huang (黄艳）, RoLocMe: A Robust Multi-agent Source Localization System with Learning-based Map Estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Computer Science,,,,,,
991,Yan Huang (黄艳）, RoLocMe: A Robust Multi-agent Source Localization System with Learning-based Map Estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Engineering,,,,,,
992,Yan Huang (黄艳）, RoLocMe: A Robust Multi-agent Source Localization System with Learning-based Map Estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Regents Professor, Computer Science and Engineering, University of North Texas",,,,,,
993,Yan Huang (黄艳）, RoLocMe: A Robust Multi-agent Source Localization System with Learning-based Map Estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of North Texas,33.2098926,-97.1514762,Denton County,Denton,Texas,United States
994,Yan Huang (黄艳）,Localization Through Deep Learning in New and Low Sampling Rate Environments,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Computer Science,,,,,,
995,Yan Huang (黄艳）,Localization Through Deep Learning in New and Low Sampling Rate Environments,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Engineering,,,,,,
996,Yan Huang (黄艳）,Localization Through Deep Learning in New and Low Sampling Rate Environments,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Regents Professor, Computer Science and Engineering, University of North Texas",,,,,,
997,Yan Huang (黄艳）,Localization Through Deep Learning in New and Low Sampling Rate Environments,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of North Texas,33.2098926,-97.1514762,Denton County,Denton,Texas,United States
998,Yao-Jan Wu,A transfer learning framework for proactive ramp metering performance assessment,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Professor of Civil Engineering, University of Arizona",,,,,,
999,Yao-Jan Wu,On-ramp and off-ramp traffic flows estimation based on a data-driven transfer learning framework,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Professor of Civil Engineering, University of Arizona",,,,,,
1000,Yasser Omar, Shortest Path Finding in Quantum Networks With Quasi-Linear Complexity,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Instituto Superior Técnico,38.7367455,-9.1383914,Lisbon,Lisbon,,Portugal
1001,Yasser Omar,Shortest path finding in quantum networks with quasi-linear complexity,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Instituto Superior Técnico,38.7367455,-9.1383914,Lisbon,Lisbon,,Portugal
1002,Yasser Omar,[CITATION][C] Shortest Path Finding in Quantum Networks With Quasi-linear Complexity,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Instituto Superior Técnico,38.7367455,-9.1383914,Lisbon,Lisbon,,Portugal
1003,Yat Wong,Peer-to-Peer Distribution of Graph States Across Spacetime Quantum Networks of Arbitrary Topology,Optimized distribution of entanglement graph states in quantum networks,"PhD student, University of Chicago",,,,,,
1004,Yat Wong,Peer-to-Peer Distribution of Graph States Across Spacetime Quantum Networks of Arbitrary Topology,Optimized distribution of entanglement graph states in quantum networks,University of Chicago,33.9718431,-117.3485119,Riverside County,Riverside,California,United States
1005,Yat Wong,Space-time Peer-to-Peer Distribution of Multi-party Entanglement for Any Quantum Network,Optimized distribution of entanglement graph states in quantum networks,"PhD student, University of Chicago",,,,,,
1006,Yat Wong,Space-time Peer-to-Peer Distribution of Multi-party Entanglement for Any Quantum Network,Optimized distribution of entanglement graph states in quantum networks,University of Chicago,33.9718431,-117.3485119,Riverside County,Riverside,California,United States
1007,Yi Sheng,Pristiq: A co-design framework for preserving data security of quantum learning in the cloud,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,University of South Florida,28.0599999,-82.4138362,Hillsborough County,Tampa,Florida,United States
1008,Yi Sheng,Pristiq: A co-design framework for preserving data security of quantum learning in the cloud,Quantum Sensor Network Algorithms for Transmitter Localization,University of South Florida,28.0599999,-82.4138362,Hillsborough County,Tampa,Florida,United States
1009,Yifei Min,Cooperative multi-agent reinforcement learning: Asynchronous communication and linear function approximation,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Department of Statistics and Data Science, Yale University",,,,,,
1010,Yifei Min,Cooperative multi-agent reinforcement learning: Asynchronous communication and linear function approximation,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Yale University,41.2571306,-72.9896696,South Central Connecticut Planning Region,,Connecticut,United States
1011,Yifei Min,Cooperative multi-agent reinforcement learning: Asynchronous communication and linear function approximation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Department of Statistics and Data Science, Yale University",,,,,,
1012,Yifei Min,Cooperative multi-agent reinforcement learning: Asynchronous communication and linear function approximation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Yale University,41.2571306,-72.9896696,South Central Connecticut Planning Region,,Connecticut,United States
1013,Yifei Min,[BOOK][B] Statistical Theory and Algorithms for Sequential Decision Making,Discrete Outcome Quantum Sensor Networks,"Department of Statistics and Data Science, Yale University",,,,,,
1014,Yifei Min,[BOOK][B] Statistical Theory and Algorithms for Sequential Decision Making,Discrete Outcome Quantum Sensor Networks,Yale University,41.2571306,-72.9896696,South Central Connecticut Planning Region,,Connecticut,United States
